sha256,doc_id,doctype,is_solution,exam_id,exam_type,term,n,date,date_source,title,page_url,pdf_url,bytes,text_chars,ocr
f611e36f253a01df24d9543f9e1fae99e356f872b738359eb42c71293d1d5ee1,6.641-2009S-lec19,lecture,False,,,2009S,19,2009-04-07,assumed,PDF,https://ocw.mit.edu/courses/6-641-electromagnetic-fields-forces-and-motion-spring-2009/resources/mit6_641s09_lec19/,https://ocw.mit.edu/courses/6-641-electromagnetic-fields-forces-and-motion-spring-2009/fd628e9c0063f9c971627d9fc287aa55_MIT6_641s09_lec19.pdf,853449,1831,False
3638a35c4ff6b438695803d9bc61928b5c584228e734c288e1285ebc33cfea58,6.641-2009S-lec2,lecture,False,,,2009S,2,2009-02-05,assumed,PDF,https://ocw.mit.edu/courses/6-641-electromagnetic-fields-forces-and-motion-spring-2009/resources/mit6_641s09_lec02/,https://ocw.mit.edu/courses/6-641-electromagnetic-fields-forces-and-motion-spring-2009/1c014f0d8c71c1be1eb4fd3198b1d543_MIT6_641s09_lec02.pdf,672270,3232,False
39a03cceb5e52446877d87fb77273b872ee3125bdfcc1a9c4b88c97e2a94a15a,6.641-2009S-lec3,lecture,False,,,2009S,3,2009-02-10,assumed,PDF,https://ocw.mit.edu/courses/6-641-electromagnetic-fields-forces-and-motion-spring-2009/resources/mit6_641s09_lec03/,https://ocw.mit.edu/courses/6-641-electromagnetic-fields-forces-and-motion-spring-2009/3e1182a94ee3f63c9407789f288af2c6_MIT6_641s09_lec03.pdf,763971,3759,False
306fc84f22cefd129b0312fb373883afde8c6170ff937ce8d76f121da6471e34,6.641-2009S-lec4,lecture,False,,,2009S,4,2009-02-12,assumed,PDF,https://ocw.mit.edu/courses/6-641-electromagnetic-fields-forces-and-motion-spring-2009/resources/mit6_641s09_lec04/,https://ocw.mit.edu/courses/6-641-electromagnetic-fields-forces-and-motion-spring-2009/86b002b48f345842de0fcdb0b1a0a619_MIT6_641s09_lec04.pdf,191963,2532,False
a34d7e6b3efe5c1d08ac75bc2afac524c2a01f2ac8ca3500d6cde7015e6186ab,6.641-2009S-lec5,lecture,False,,,2009S,5,2009-02-17,assumed,PDF,https://ocw.mit.edu/courses/6-641-electromagnetic-fields-forces-and-motion-spring-2009/resources/mit6_641s09_lec05/,https://ocw.mit.edu/courses/6-641-electromagnetic-fields-forces-and-motion-spring-2009/db465c8ca43a50f891466f3db5af4328_MIT6_641s09_lec05.pdf,419852,3774,False
be7db62c8eac6873238578065832d02b5c924c1d85db0986a74037ce0cbf7f37,6.641-2009S-lec6,lecture,False,,,2009S,6,2009-02-19,assumed,PDF,https://ocw.mit.edu/courses/6-641-electromagnetic-fields-forces-and-motion-spring-2009/resources/mit6_641s09_lec06/,https://ocw.mit.edu/courses/6-641-electromagnetic-fields-forces-and-motion-spring-2009/8d65adb72415fcb09b5ea67dcd66356b_MIT6_641s09_lec06.pdf,309222,3797,False
7e562a387c773587d661e0e5ecc144df063aaed3a7c1f6fd7d90d436e3bcf1c5,6.641-2009S-lec7,lecture,False,,,2009S,7,2009-02-24,assumed,PDF - 1.3MB,https://ocw.mit.edu/courses/6-641-electromagnetic-fields-forces-and-motion-spring-2009/resources/mit6_641s09_lec07/,https://ocw.mit.edu/courses/6-641-electromagnetic-fields-forces-and-motion-spring-2009/7f744aba67e0f4be10ee7c7582e0fbfc_MIT6_641s09_lec07.pdf,1338122,9767,False
0f5386d6c0db4b7d9810a116302307888315c547a64cfd2240a33358294495d6,6.641-2009S-lec8,lecture,False,,,2009S,8,2009-02-26,assumed,PDF,https://ocw.mit.edu/courses/6-641-electromagnetic-fields-forces-and-motion-spring-2009/resources/mit6_641s09_lec08/,https://ocw.mit.edu/courses/6-641-electromagnetic-fields-forces-and-motion-spring-2009/fc49b08a14680e35c5db0e0b4604b1a9_MIT6_641s09_lec08.pdf,584355,5018,False
f6376483b5f266e39cc6452676fecd5b71bc939b09f67eb7fe8d33d3783477d7,6.641-2009S-lec9,lecture,False,,,2009S,9,2009-03-03,assumed,PDF,https://ocw.mit.edu/courses/6-641-electromagnetic-fields-forces-and-motion-spring-2009/resources/mit6_641s09_lec09/,https://ocw.mit.edu/courses/6-641-electromagnetic-fields-forces-and-motion-spring-2009/8bf8e3fb42f094bdd37c8701aac407fc_MIT6_641s09_lec09.pdf,406291,3354,False
1386bebe459ff242fce03b287efcd98839fc1885969eebfabcbc75ebda12b37a,6.641-2009S-ps1,homework,False,,,2009S,1,2009-02-10,assumed,PDF,https://ocw.mit.edu/courses/6-641-electromagnetic-fields-forces-and-motion-spring-2009/resources/mit6_641s09_pset01/,https://ocw.mit.edu/courses/6-641-electromagnetic-fields-forces-and-motion-spring-2009/8d86abc873eeebd2f533bc58c5ffa318_MIT6_641s09_pset01.pdf,37568,2601,False
080728e3d5a2499cf51fb2a8e9f8ce72c065d7f2a8c070afdd8a990471e979d7,6.641-2009S-ps1-sol,homework,True,,,2009S,1,2009-02-10,assumed,PDF,https://ocw.mit.edu/courses/6-641-electromagnetic-fields-forces-and-motion-spring-2009/resources/mit6_641s09_sol_pset01/,https://ocw.mit.edu/courses/6-641-electromagnetic-fields-forces-and-motion-spring-2009/b45ae4c325d062ea98965af4e0a747fe_MIT6_641s09_sol_pset01.pdf,289743,4488,False
f4f1d969e8f7969b94b269325aaa428853c2e06144f64dfc87e046c863a5b292,6.641-2009S-ps2,homework,False,,,2009S,2,2009-02-17,assumed,PDF,https://ocw.mit.edu/courses/6-641-electromagnetic-fields-forces-and-motion-spring-2009/resources/mit6_641s09_pset02/,https://ocw.mit.edu/courses/6-641-electromagnetic-fields-forces-and-motion-spring-2009/3a6974252028ae47c64ee664f60feefe_MIT6_641s09_pset02.pdf,358883,2955,False
70694c3e60699d63684e4aef81bd522cfc96539079e36bdd3a106f172d320aed,6.641-2009S-ps2-sol,homework,True,,,2009S,2,2009-02-17,assumed,PDF,https://ocw.mit.edu/courses/6-641-electromagnetic-fields-forces-and-motion-spring-2009/resources/mit6_641s09_sol_pset02/,https://ocw.mit.edu/courses/6-641-electromagnetic-fields-forces-and-motion-spring-2009/0ae4be8d04e80a5ac3b2a8ed84ccdd67_MIT6_641s09_sol_pset02.pdf,396045,6510,False
42531c31108ee1f1ebb9406aadc790350f9cdd021f88f857b36247b6ba0f0fea,6.641-2009S-ps3,homework,False,,,2009S,3,2009-02-24,assumed,PDF,https://ocw.mit.edu/courses/6-641-electromagnetic-fields-forces-and-motion-spring-2009/resources/mit6_641s09_pset03/,https://ocw.mit.edu/courses/6-641-electromagnetic-fields-forces-and-motion-spring-2009/6043b67d4d0581880c25383671b23d1a_MIT6_641s09_pset03.pdf,84689,3348,False
58e3d6fa831db4dbe46e4b79cfba83e7a52cec775f0930550d8952def1808d86,6.641-2009S-ps3-sol,homework,True,,,2009S,3,2009-02-24,assumed,PDF,https://ocw.mit.edu/courses/6-641-electromagnetic-fields-forces-and-motion-spring-2009/resources/mit6_641s09_sol_pset03/,https://ocw.mit.edu/courses/6-641-electromagnetic-fields-forces-and-motion-spring-2009/49e48259ef025210fce5f95e9b00d0a4_MIT6_641s09_sol_pset03.pdf,539277,6555,False
17c40050b783178366bbcca96a5d73f8179728484a4ecd98924b282faed294f7,6.641-2009S-ps4,homework,False,,,2009S,4,2009-03-03,assumed,PDF,https://ocw.mit.edu/courses/6-641-electromagnetic-fields-forces-and-motion-spring-2009/resources/mit6_641s09_pset04/,https://ocw.mit.edu/courses/6-641-electromagnetic-fields-forces-and-motion-spring-2009/8c7cf3d47ff5da7064cbea8aa1f97b88_MIT6_641s09_pset04.pdf,106096,3364,False
360c215a294e075b0391874e4c1e0f1f86730a59d0a7a80c6daf0d90788976bb,6.641-2009S-ps4-sol,homework,True,,,2009S,4,2009-03-03,assumed,PDF,https://ocw.mit.edu/courses/6-641-electromagnetic-fields-forces-and-motion-spring-2009/resources/mit6_641s09_sol_pset04/,https://ocw.mit.edu/courses/6-641-electromagnetic-fields-forces-and-motion-spring-2009/e8e047f5e86906cf4e93f8416668b4f0_MIT6_641s09_sol_pset04.pdf,597675,4189,False
a5d65bdad2639a9105a32e6485b0631b784e4d2711ac5463f81037aa7d89c751,6.641-2009S-ps5,homework,False,,,2009S,5,2009-03-10,assumed,PDF,https://ocw.mit.edu/courses/6-641-electromagnetic-fields-forces-and-motion-spring-2009/resources/mit6_641s09_pset05/,https://ocw.mit.edu/courses/6-641-electromagnetic-fields-forces-and-motion-spring-2009/d9d32b454cabcfcf7cae852552737d5c_MIT6_641s09_pset05.pdf,136028,5113,False
71c3df0ad80ec3a02621e3697562959297f5fc4e0241fe86e04c38987ab2f1d2,6.641-2009S-ps5-sol,homework,True,,,2009S,5,2009-03-10,assumed,PDF,https://ocw.mit.edu/courses/6-641-electromagnetic-fields-forces-and-motion-spring-2009/resources/mit6_641s09_sol_pset05/,https://ocw.mit.edu/courses/6-641-electromagnetic-fields-forces-and-motion-spring-2009/24893cf572d8f187e765a4d9e5d38048_MIT6_641s09_sol_pset05.pdf,628052,7504,False
a7d26624fc4a758e549875905c826c7ba8a04ab7de48da2c938c1072a0bdd83a,6.641-2009S-ps6,homework,False,,,2009S,6,2009-03-17,assumed,PDF,https://ocw.mit.edu/courses/6-641-electromagnetic-fields-forces-and-motion-spring-2009/resources/mit6_641s09_pset06/,https://ocw.mit.edu/courses/6-641-electromagnetic-fields-forces-and-motion-spring-2009/65ce63901bd9256a049ab8b54f91fbf9_MIT6_641s09_pset06.pdf,82262,3216,False
8b1aed87031bce236b7b4a3c5660cc48798226202e9d7d196aa90a45f8c095c4,6.641-2009S-ps6-sol,homework,True,,,2009S,6,2009-03-17,assumed,PDF,https://ocw.mit.edu/courses/6-641-electromagnetic-fields-forces-and-motion-spring-2009/resources/mit6_641s09_sol_pset06/,https://ocw.mit.edu/courses/6-641-electromagnetic-fields-forces-and-motion-spring-2009/76a301a338c18dc344ec2f7cf0f21eb3_MIT6_641s09_sol_pset06.pdf,370151,6521,False
b9facb63d4ca8c5b0d3d1c0d45e5e52cf92451f2b886e99f6bc8a63ccf20d3c1,6.641-2009S-ps7,homework,False,,,2009S,7,2009-03-24,assumed,PDF,https://ocw.mit.edu/courses/6-641-electromagnetic-fields-forces-and-motion-spring-2009/resources/mit6_641s09_pset07/,https://ocw.mit.edu/courses/6-641-electromagnetic-fields-forces-and-motion-spring-2009/9e5b645bd551f875d33a113c296af028_MIT6_641s09_pset07.pdf,724944,5206,False
e2da5999c14d7971335520c4a7d949ca15a8dc300822fb1c367124eb93116a46,6.641-2009S-ps7-sol,homework,True,,,2009S,7,2009-03-24,assumed,PDF,https://ocw.mit.edu/courses/6-641-electromagnetic-fields-forces-and-motion-spring-2009/resources/mit6_641s09_sol_pset07/,https://ocw.mit.edu/courses/6-641-electromagnetic-fields-forces-and-motion-spring-2009/c9deac135365e0b23123c6456817759e_MIT6_641s09_sol_pset07.pdf,283730,4904,False
2872413c957a2ed55f627fe4ecf20f12719df14850f0c64891334e839cdef48d,6.641-2009S-psx,homework,False,,,2009S,,2009-05-12,assumed,PDF,https://ocw.mit.edu/courses/6-641-electromagnetic-fields-forces-and-motion-spring-2009/resources/mit6_641s09_pset_opt/,https://ocw.mit.edu/courses/6-641-electromagnetic-fields-forces-and-motion-spring-2009/b1a23fb822b535dab64d8140fe944370_MIT6_641s09_pset_opt.pdf,237433,11446,False
b4ee05d08966ef9a39d34f8e9b453e70cfba1732669f3feeb3b6102a2bb2ac82,6.641-2009S-psx-sol,homework,True,,,2009S,,2009-05-12,assumed,PDF - 1.5MB,https://ocw.mit.edu/courses/6-641-electromagnetic-fields-forces-and-motion-spring-2009/resources/mit6_641s09_sol_pset_opt/,https://ocw.mit.edu/courses/6-641-electromagnetic-fields-forces-and-motion-spring-2009/2c1c5c9b736b7cc760caab6987fd465e_MIT6_641s09_sol_pset_opt.pdf,1534517,28921,False
bfe188d13fc5f3a2f6dd512ee2a10b8f28eb13ac44aeb5bb92e67a0615aa244e,6.641-final-2006S,exam,False,6.641-final-2006S,final,2006S,,2006-05-19,assumed,PDF,https://ocw.mit.edu/courses/6-641-electromagnetic-fields-forces-and-motion-spring-2009/resources/mit6_641s09_exam2006/,https://ocw.mit.edu/courses/6-641-electromagnetic-fields-forces-and-motion-spring-2009/9fc188da7eba562b8405004b94123dcf_MIT6_641s09_exam2006.pdf,80731,4323,False
f66e3bf88370444566294bc5895e6b14c58140e6c85102a27bdb65a3f398688d,6.641-final-2006S-sol,exam,True,6.641-final-2006S,final,2006S,,2006-05-19,assumed,PDF,https://ocw.mit.edu/courses/6-641-electromagnetic-fields-forces-and-motion-spring-2009/resources/mit6_641s09_sol_exam2006/,https://ocw.mit.edu/courses/6-641-electromagnetic-fields-forces-and-motion-spring-2009/85e5b9f0020dc7ec5c7a2f4134c943a9_MIT6_641s09_sol_exam2006.pdf,273396,8340,False
8e14394dfa62e4fc8f4aa00273588c4f9e790f875e4ac36919418b03a1fcef8e,6.641-final-2008S,exam,False,6.641-final-2008S,final,2008S,,2008-05-18,assumed,PDF,https://ocw.mit.edu/courses/6-641-electromagnetic-fields-forces-and-motion-spring-2009/resources/mit6_641s09_exam2008/,https://ocw.mit.edu/courses/6-641-electromagnetic-fields-forces-and-motion-spring-2009/371b25187f38905ab2f480c4b84fecb0_MIT6_641s09_exam2008.pdf,510605,3872,False
e9b80b8a79fe61d0197aae19c1cf500bab8787d6edb7ca7e2bdfc4d6f40a7bc1,6.641-final-2008S-sol,exam,True,6.641-final-2008S,final,2008S,,2008-05-18,assumed,PDF,https://ocw.mit.edu/courses/6-641-electromagnetic-fields-forces-and-motion-spring-2009/resources/mit6_641s09_sol_exam2008/,https://ocw.mit.edu/courses/6-641-electromagnetic-fields-forces-and-motion-spring-2009/8e75540130efcce621f4838910971a96_MIT6_641s09_sol_exam2008.pdf,177935,5317,False
6c840a60a5c92e49eabd9a30f980208da0beac8f98f42caa482b9efde959601e,6.641-final-2009S,exam,False,6.641-final-2009S,final,2009S,,2009-05-19,assumed,PDF,https://ocw.mit.edu/courses/6-641-electromagnetic-fields-forces-and-motion-spring-2009/resources/mit6_641s09_exam2009/,https://ocw.mit.edu/courses/6-641-electromagnetic-fields-forces-and-motion-spring-2009/df3154af75302fe2e1012aee9347c880_MIT6_641s09_exam2009.pdf,177639,3413,False
8e12f15875ae0c5916973176bf38bfcf42ef2898ee97884304bc089b2be9a8d5,6.641-final-2009S-sol,exam,True,6.641-final-2009S,final,2009S,,2009-05-19,assumed,PDF,https://ocw.mit.edu/courses/6-641-electromagnetic-fields-forces-and-motion-spring-2009/resources/mit6_641s09_sol_exam2009/,https://ocw.mit.edu/courses/6-641-electromagnetic-fields-forces-and-motion-spring-2009/b5b8630c04de67d4e17e0582b417ae55_MIT6_641s09_sol_exam2009.pdf,428429,7283,False
cd9029f2afed850e04ff51a3880a02efd817eee79a299f1f41e082dea65acdaf,6.641-quiz1-2006S,exam,False,6.641-quiz1-2006S,quiz1,2006S,,2006-03-10,assumed,PDF,https://ocw.mit.edu/courses/6-641-electromagnetic-fields-forces-and-motion-spring-2009/resources/mit6_641s09_quiz2006_1/,https://ocw.mit.edu/courses/6-641-electromagnetic-fields-forces-and-motion-spring-2009/35b3b6abc1a143929cf6660c1964706c_MIT6_641s09_quiz2006_1.pdf,94345,1769,False
3d000a281f8211ac35f647835f0e52ce4cf81978a0bdd0f5c7cd47f7c4835cbf,6.641-quiz1-2006S-sol,exam,True,6.641-quiz1-2006S,quiz1,2006S,,2006-03-10,assumed,PDF,https://ocw.mit.edu/courses/6-641-electromagnetic-fields-forces-and-motion-spring-2009/resources/mit6_641s09_sol_quiz2006_1/,https://ocw.mit.edu/courses/6-641-electromagnetic-fields-forces-and-motion-spring-2009/c452cae3dbf3f254d381e77c8e8b35da_MIT6_641s09_sol_quiz2006_1.pdf,148098,2652,False
d59324e7d6ac11d6ea05e34746f210b9bc9a5fec3e3fcce4573f49969032359f,6.641-quiz1-2008S,exam,False,6.641-quiz1-2008S,quiz1,2008S,,2008-03-09,assumed,PDF,https://ocw.mit.edu/courses/6-641-electromagnetic-fields-forces-and-motion-spring-2009/resources/mit6_641s09_quiz2008/,https://ocw.mit.edu/courses/6-641-electromagnetic-fields-forces-and-motion-spring-2009/07467b486ae4eef42625a869ba5e9e89_MIT6_641s09_quiz2008.pdf,320842,2240,False
abf9a3413f197c0f6293d3933521c2a5c5186aacd0c486cef7de23540bba8b4f,6.641-quiz1-2008S-sol,exam,True,6.641-quiz1-2008S,quiz1,2008S,,2008-03-09,assumed,PDF,https://ocw.mit.edu/courses/6-641-electromagnetic-fields-forces-and-motion-spring-2009/resources/mit6_641s09_sol_quiz2008/,https://ocw.mit.edu/courses/6-641-electromagnetic-fields-forces-and-motion-spring-2009/9d268122293f688cf3ce9c67001290b4_MIT6_641s09_sol_quiz2008.pdf,121417,3002,False
265fee181f564c09e5e562006e4d3fce1c720e82764a5f6e5c404f1a233fa010,6.641-quiz1-2009S,exam,False,6.641-quiz1-2009S,quiz1,2009S,,2009-03-10,assumed,PDF,https://ocw.mit.edu/courses/6-641-electromagnetic-fields-forces-and-motion-spring-2009/resources/mit6_641s09_quiz2009/,https://ocw.mit.edu/courses/6-641-electromagnetic-fields-forces-and-motion-spring-2009/fd5a858b84fa327d4bf1be61f273d725_MIT6_641s09_quiz2009.pdf,99235,3157,False
4a50bfda7defcb40e2a6549492cc2a31b50ff484289154bc471b73738eadaa01,6.641-quiz1-2009S-sol,exam,True,6.641-quiz1-2009S,quiz1,2009S,,2009-03-10,assumed,PDF,https://ocw.mit.edu/courses/6-641-electromagnetic-fields-forces-and-motion-spring-2009/resources/mit6_641s09_sol_quiz2009/,https://ocw.mit.edu/courses/6-641-electromagnetic-fields-forces-and-motion-spring-2009/76f2a74bf18bf47c4f598be49c47754c_MIT6_641s09_sol_quiz2009.pdf,346088,6099,False
dcc84747c1eec132afd2b2b810b2f38d0e23cc2e2bebd630d48a85dfd2678dcf,6.641-quiz2-2006S,exam,False,6.641-quiz2-2006S,quiz2,2006S,,2006-04-07,assumed,PDF,https://ocw.mit.edu/courses/6-641-electromagnetic-fields-forces-and-motion-spring-2009/resources/mit6_641s09_quiz2006_2/,https://ocw.mit.edu/courses/6-641-electromagnetic-fields-forces-and-motion-spring-2009/a3da032cce8b6a4557b88361ca1129ab_MIT6_641s09_quiz2006_2.pdf,237092,2974,False
add3c2490a17159df2b22195fb69e4dc6f5074fa42b49b70b0e35ecb3ab81ce0,6.641-quiz2-2006S-sol,exam,True,6.641-quiz2-2006S,quiz2,2006S,,2006-04-07,assumed,PDF,https://ocw.mit.edu/courses/6-641-electromagnetic-fields-forces-and-motion-spring-2009/resources/mit6_641s09_sol_quiz2006_2/,https://ocw.mit.edu/courses/6-641-electromagnetic-fields-forces-and-motion-spring-2009/9103e0691ecdee422ffc070ade7d0282_MIT6_641s09_sol_quiz2006_2.pdf,243486,5259,False
7fb7c5d4860a85181c21fe8079db590f391ff9ec49ac75932e69d470f5d12768,6.641-review-2009S-mit6-641s09-exam-review,review,False,,,2009S,,2009-05-18,assumed,PDF,https://ocw.mit.edu/courses/6-641-electromagnetic-fields-forces-and-motion-spring-2009/resources/mit6_641s09_exam_review/,https://ocw.mit.edu/courses/6-641-electromagnetic-fields-forces-and-motion-spring-2009/79ff30b0b9aba18fcc28b444456c842a_MIT6_641s09_exam_review.pdf,865950,21331,False
0d632a24a4ea66bd96a3f57ea636a47de777142ca6d2d3901bd21ea7d897fd3b,6.641-review-2009S-mit6-641s09-study01,review,False,,,2009S,,2009-05-18,assumed,PDF,https://ocw.mit.edu/courses/6-641-electromagnetic-fields-forces-and-motion-spring-2009/resources/mit6_641s09_study01/,https://ocw.mit.edu/courses/6-641-electromagnetic-fields-forces-and-motion-spring-2009/9e74b72f077eccdfd3c54fa797434ded_MIT6_641s09_study01.pdf,223483,2802,False
fd3e4073a521e571bbef3cc24993e3461fdae846d731480aa86141414bc3f9a8,6.641-review-2009S-mit6-641s09-study02,review,False,,,2009S,,2009-05-18,assumed,PDF,https://ocw.mit.edu/courses/6-641-electromagnetic-fields-forces-and-motion-spring-2009/resources/mit6_641s09_study02/,https://ocw.mit.edu/courses/6-641-electromagnetic-fields-forces-and-motion-spring-2009/34b2022a13798d7d782d30f8454f5520_MIT6_641s09_study02.pdf,139152,2462,False
e812990a04895984b52d4d2562822731f5b79a426c29fc4ab680b877259a11b6,6.641-review-2009S-mit6-641s09-study03,review,False,,,2009S,,2009-05-18,assumed,PDF,https://ocw.mit.edu/courses/6-641-electromagnetic-fields-forces-and-motion-spring-2009/resources/mit6_641s09_study03/,https://ocw.mit.edu/courses/6-641-electromagnetic-fields-forces-and-motion-spring-2009/63d0b79dfeb1f184cd001ccd0727f6be_MIT6_641s09_study03.pdf,91310,1415,False
